Accession,Gene Symbol
P05155,SERPING1
P08174,CD55
P09914,IFIT1
P0DMN0,SULT1A4
P0DTL5,TMEM276
P12872,MLN
P16401,H1-5
P17844,DDX5
P20592,MX2
P34897,SHMT2
P40197,GP5
P40394,ADH7
P49137,MAPKAPK2
P49674,CSNK1E
P49902,NT5C2
P51606,RENBP
P54274,TERF1
P59095,STARD6
Q08050,FOXM1
Q14061,COX17
Q15532,SS18
Q15669,RHOH
Q15884,ENTREP1
Q16514,TAF12
Q5JQC9,AKAP4
Q5JQF8,PABPC1L2A
Q5NDL2,EOGT
Q63HR2,TNS2
Q68E01,INTS3
Q6IPM2,IQCE
Q6P1L6,ZNF343
Q6PHW0,IYD
Q6PRD1,GPR179
Q6UXN9,WDR82
Q7Z304,MAMDC2
Q86SG7,LYG2
Q8IYV9,IZUMO1
Q8N0U6,LINC00518
Q8N2G4,LYPD1
Q8N9R6,CDRT4
Q8NA82,MARCHF10
Q8ND76,CCNY
Q8NG48,LINS1
Q8NGN0,OR4D5
Q8NGY2,OR6K2
Q8NH93,OR1L3
Q8TBC3,SHKBP1
Q8TBP5,FAM174A
Q8TDW5,SYTL5
Q8WUF5,PPP1R13L
Q8WWF6,DNAJB3
Q92521,PIGB
Q92537,SUSD6
Q92766,RREB1
Q93099,HGD
Q96B77,TMEM186
Q96HZ4,HES6
Q96J88,EPSTI1
Q96JI7,SPG11
Q96S21,RAB40C
Q9BTX3,TMEM208
Q9BVM2,DPCD
Q9BY07,SLC4A5
Q9C0D4,ZNF518B
Q9H1C4,UNC93B1
Q9H1Z9,TSPAN10
Q9H825,METTL8
Q9H920,RNF121
Q9NUQ7,UFSP2
Q9NX46,ADPRS
Q9UHF7,TRPS1
Q9ULJ7,ANKRD50
Q9UN76,SLC6A14
Q9UNI6,DUSP12
Q9UQ88,CDK11A
Q9UQD0,SCN8A
Q9Y2I7,PIKFYVE
Q9Y328,NSG2
Q9Y3B4,SF3B6
Q9Y487,ATP6V0A2
A0A075B6N1,TRBV19
A0A0A6YYC5,TRAV14DV4
A0A0B4J1V7,IGHV7-81
A6NF01,POM121B
A6NF36,CCDC182
A8MXV4,NUDT19
O43257,ZNHIT1
O43482,OIP5
O60636,TSPAN2
O95045,UPP2
O95600,KLF8
O95633,FSTL3
O95685,PPP1R3D
O95971,CD160
P01282,VIP
P04066,FUCA1
P06732,CKM
P07359,GP1BA
P0DPP9,ETDB
P10645,CHGA
P10909,CLU
P14555,PLA2G2A
P16619,CCL3L1
P18206,VCL
P19429,TNNI3
P20023,CR2
P29375,KDM5A
P30926,CHRNB4
P30954,OR10J1
P36776,LONP1
P50613,CDK7
P50749,RASSF2
P52743,ZNF137P
P56975,NRG3
P60827,C1QTNF8
P62312,LSM6
P81277,PRLH
Q13641,TPBG
Q14689,DIP2A
Q15303,ERBB4
Q16581,C3AR1
Q16647,PTGIS
Q16775,HAGH
Q2M385,MPEG1
Q2QD12,RPEL1
Q4U2R6,MRPL51
Q52LC2,ATP6AP1L
Q53H12,AGK
Q5VTT5,MYOM3
Q5VU69,CFAP141
Q63ZY3,KANK2
Q6DD87,ZNF787
Q6QNY0,BLOC1S3
Q6UXY1,BAIAP2L2
Q6W0C5,DPPA3
Q6ZNI0,GCNT7
Q6ZR37,PLEKHG7
Q7Z7K0,CMC1
Q86SM8,MRGPRE
Q86VD7,SLC25A42
Q86VZ1,P2RY8
Q86XI6,PPP1R3B
Q86XR7,TICAM2
Q8IXN7,RIMKLA
Q8N4B4,FBXO39
Q8N815,CNTD1
Q8NAU1,FNDC5
Q8NAX2,KDF1
Q8NBM4,UBAC2
Q8NFV4,ABHD11
Q8NGM9,OR8D4
Q8NI36,WDR36
Q8TAP6,CEP76
Q8TF65,GIPC2
Q92530,PSMF1
Q96CF2,CHMP4C
Q96EK7,FAM120B
Q96J86,CYYR1
Q96MK2,RIPOR3
Q96RU3,FNBP1
Q99594,TEAD3
Q99717,SMAD5
Q99758,ABCA3
Q9BPX3,NCAPG
Q9BXM0,PRX
Q9GZN1,ACTR6
Q9GZY8,MFF
Q9H5L6,THAP9
Q9H8H0,NOL11
Q9H8W5,TRIM45
Q9NS87,KIF15
Q9P0J1,PDP1
Q9P270,SLAIN2
Q9UBW5,BIN2
Q9UK00,C3orf18
Q9ULV3,CIZ1
Q9UPN3,MACF1
Q9UPQ3,AGAP1
Q9Y5I4,PCDHAC2
A0A075B6S4,IGKV1D-17
A0A1B0GVH7,IQCM
A6NCE7,MAP1LC3B2
A6NDU8,RIMOC1
A8MZ59,LEUTX
B3KS81,SRRM5
C9JL84,HHLA1
E5RIL1,UPK3BL2
O15239,NDUFA1
O60524,NEMF
O95857,TSPAN13
P01903,HLA-DRA
P05204,HMGN2
P10696,ALPG
P10720,PF4V1
P13807,GYS1
P20711,DDC
P24001,IL32
P24864,CCNE1
P26232,CTNNA2
P49640,EVX1
P51553,IDH3G
P82979,SARNP
P98198,ATP8B2
Q02978,SLC25A11
Q0D2K2,KLHL30
Q12788,TBL3
Q13505,MTX1
Q13761,RUNX3
Q13875,MOBP
Q15063,POSTN
Q17R60,IMPG1
Q2NKQ1,SGSM1
Q3MII6,TBC1D25
Q5MNV8,FBXO47
Q5RKV6,EXOSC6
Q5T7N8,FAM27D1
Q5VV52,ZNF691
Q6KC79,NIPBL
Q6P179,ERAP2
Q6P597,KLC3
Q6PGP7,SKIC3
Q6Q759,SPAG17
Q6UW15,REG3G
Q6UWP2,DHRS11
Q6UXG8,BTNL9
Q6ZNJ1,NBEAL2
Q6ZQV5,ZNF788P
Q711Q0,CEFIP
Q76M96,CCDC80
Q7L3S4,ZNF771
Q7Z3G6,PRICKLE2
Q86SE8,NPM2
Q86SQ9,DHDDS
Q86XP0,PLA2G4D
Q8IUN9,CLEC10A
Q8N831,TSPYL6
Q8N8I0,SAMD12
Q8N945,PRELID2
Q8N966,ZDHHC22
Q8NCD3,HJURP
Q8NGZ3,OR13G1
Q8NH53,OR52N1
Q8NH83,OR4A5
Q8TCC3,MRPL30
Q8TF42,UBASH3B
Q8WUD6,CHPT1
Q8WW27,APOBEC4
Q96EK5,KIFBP
Q96G01,BICD1
Q9BQ70,TCF25
Q9BQ89,FAM110A
Q9BS31,ZNF649
Q9BV68,RNF126
Q9BWV3,CDADC1
Q9BX67,JAM3
Q9BXN2,CLEC7A
Q9C029,TRIM7
Q9C0E8,LNPK
Q9H091,ZMYND15
Q9H0M4,ZCWPW1
Q9H1B7,IRF2BPL
Q9H322,VCX2
Q9HAV0,GNB4
Q9HB63,NTN4
Q9HCZ1,ZNF334
Q9HD34,LYRM4
Q9NQ87,HEYL
Q9NW08,POLR3B
Q9NXJ5,PGPEP1
Q9NYF5,FAM13B
Q9NZM6,PKD2L2
Q9UHD0,IL19
Q9UI32,GLS2
Q9UJU2,LEF1
Q9UJW7,ZNF229
Q9Y3Y4,PYGO1
Q9Y5E4,PCDHB5
Q9Y5Z6,B3GALT1
Q9Y6H5,SNCAIP
A0A1B0GTC6,C3orf85
A0A1W2PQU2,KANTR
A6NCV1,OR6C74
A6NF83,NUPR2
A8K855,EFCAB7
H3BPM6,MKRN2OS
O60312,ATP10A
O60506,SYNCRIP
O75038,PLCH2
O75508,CLDN11
O95427,PIGN
P01344,IGF2
P08631,HCK
P0CJ69,MTRNR2L2
P0DUB6,AMY1A
P11234,RALB
P13985,HRES1
P16383,GCFC2
P16671,CD36
P17813,ENG
P29728,OAS2
P30273,FCER1G
P43088,PTGFR
P45381,ASPA
P47883,OR3A4P
P47888,OR3A3
P51884,LUM
Q00888,PSG4
Q07820,MCL1
Q0IIM8,TBC1D8B
Q0P5N6,ARL16
Q10586,DBP
Q13158,FADD
Q13637,RAB32
Q14155,ARHGEF7
Q14469,HES1
Q15032,R3HDM1
Q15572,TAF1C
Q15672,TWIST1
Q16609,LPAL2
Q2T9L4,INSYN1
Q32M45,ANO4
Q3MIR4,TMEM30B
Q58EX7,PLEKHG4
Q5T6X4,FAM162B
Q5W0V3,FHIP2A
Q68DE3,USF3
Q6E0U4,DMKN
Q6PJE2,POMZP3
Q6PJT7,ZC3H14
Q6UW60,PCSK4
Q6ZSY5,PPP1R3F
Q70Z44,HTR3D
Q7L099,RUFY3
Q7RTV2,GSTA5
Q86UL3,GPAT4
Q86VH4,LRRTM4
Q8N307,MUC20
Q8N441,FGFRL1
Q8N5H7,SH2D3C
Q8N5I2,ARRDC1
Q8N5Y2,MSL3
Q8N8R3,SLC25A29
Q8N9S9,SNX31
Q8NAC3,IL17RC
Q8NBI2,CYB561A3
Q8TD30,GPT2
Q92535,PIGC
Q92692,NECTIN2
Q969S0,SLC35B4
Q96CS2,HAUS1
Q96DB9,FXYD5
Q96G04,EEF2KMT
Q96I36,COX14
Q96P67,GPR82
Q99618,CDCA3
Q9BQ49,SMIM7
Q9BSG5,RTBDN
Q9BZM3,GSX2
Q9BZV2,SLC19A3
Q9C0G6,DNAH6
Q9GZV3,SLC5A7
Q9H4P4,RNF41
Q9H4Q4,PRDM12
Q9H4R4,NCOR1P1
Q9H9Y4,GPN2
Q9NTU4,CATSPERZ
Q9NWT8,AURKAIP1
Q9NWY4,HPF1
Q9UHI8,ADAMTS1
Q9UJA2,CRLS1
Q9ULK2,ATXN7L1
Q9UPM8,AP4E1
Q9Y2S6,TMA7
Q9Y3R4,NEU2
Q9Y485,DMXL1
Q9Y548,YIPF1
Q9Y5A6,ZSCAN21
A0A0A0MT78,TRBJ2-7
O00148,DDX39A
O00400,SLC33A1
O15499,GSC2
O43776,NARS1
O60603,TLR2
O75154,RAB11FIP3
O75683,SURF6
O75691,UTP20
O75928,PIAS2
O95382,MAP3K6
P02708,CHRNA1
P04054,PLA2G1B
P04233,CD74
P06400,RB1
P08670,VIM
P16234,PDGFRA
P20719,HOXA5
P22303,ACHE
P30559,OXTR
P36897,TGFBR1
P42694,HELZ
P43629,KIR3DL1
P51398,DAP3
P55210,CASP7
P55290,CDH13
P61599,NAA20
P78385,KRT83
P83436,COG7
Q01658,DR1
Q12933,TRAF2
Q13670,PMS2P11
Q13769,THOC5
Q15323,KRT31
Q15561,TEAD4
Q30KQ4,DEFB116
Q3KNT7,NSUN5P1
Q5H9R7,PPP6R3
Q5JR59,MTUS2
Q5TA78,LCE4A
Q5VSY0,GKAP1
Q6P5X5,C22orf39
Q6UX82,LYPD8
Q6VUC0,TFAP2E
Q6ZT07,TBC1D9
Q86V15,CASZ1
Q86W50,METTL16
Q86Y82,STX12
Q8IY37,DHX37
Q8N488,RYBP
Q8N6L0,KASH5
Q8NAA4,ATG16L2
Q8NEX9,SDR9C7
Q8NG78,OR8G5
Q8NGE0,OR10AD1
Q8NH55,OR52E5
Q8TCT7,SPPL2B
Q8TE82,SH3TC1
Q8WVN6,SECTM1
Q92506,HSD17B8
Q92674,CENPI
Q92838,EDA
Q93062,RBPMS
Q96C74,ROPN1L
Q96D96,HVCN1
Q96FZ5,CMTM7
Q96HR9,REEP6
Q96HY7,DHTKD1
Q96PD2,DCBLD2
Q96PX6,CCDC85A
Q96SR6,ZNF382
Q99574,SERPINI1
Q99578,RIT2
Q99607,ELF4
Q99608,NDN
Q99697,PITX2
Q9BQS8,FYCO1
Q9BSD3,RHNO1
Q9BY32,ITPA
Q9BYT8,NLN
Q9H015,SLC22A4
Q9H1U9,SLC25A51
Q9H2X0,CHRD
Q9H2Y7,ZNF106
Q9HAU0,PLEKHA5
Q9NPH3,IL1RAP
Q9NQ30,ESM1
Q9NR34,MAN1C1
Q9NX47,MARCHF5
Q9NX74,DUS2
Q9P0P0,RNF181
Q9P291,ARMCX1
Q9P2X3,IMPACT
Q9UH64,CDKN2A-AS1
Q9UQ80,PA2G4
Q9UQB9,AURKC
Q9Y3A3,MOB4
Q9Y3N9,OR2W1
Q9Y616,IRAK3
A0A087WXS9,TBC1D3I
A0A0U1RRL7,MMP24OS
A6NMT0,DBX1
A9UHW6,MIF4GD
D6RIA3,C4orf54
O00160,MYO1F
O14967,CLGN
O14975,SLC27A2
O15037,KHNYN
O15438,ABCC3
O43508,TNFSF12
O75191,XYLB
O94892,ZNF432
O95081,AGFG2
O96002,CXorf1
P00846,MT-ATP6
P01160,NPPA
P05166,PCCB
P06899,H2BC11
P0CJ73,MTRNR2L6
P0CJ79,ZNF888
P0CV98,TSPY3
P19021,PAM
P21589,NT5E
P22004,BMP6
P24592,IGFBP6
P30041,PRDX6
P35240,NF2
P40425,PBX2
P41182,BCL6
P41229,KDM5C
P42701,IL12RB1
P47989,XDH
P49356,FNTB
P55001,MFAP2
P57729,RAB38
P62330,ARF6
P68431,H3C1
P78325,ADAM8
Q04323,UBXN1
Q12767,TMEM94
Q13112,CHAF1B
Q14515,SPARCL1
Q15633,TARBP2
Q15762,CD226
Q15916,ZBTB6
Q16633,POU2AF1
Q3KP22,MAJIN
Q495T6,MMEL1
Q4QY38,DEFB134
Q5BJH2,TMEM128
Q5SVJ3,SPMIP3
Q5SW79,CEP170
Q5VZI3,TMEM268
Q6J9G0,STYK1
Q6P4E1,GOLM2
Q6UWW0,LCN15
Q6ZMJ4,IL34
Q6ZVS7,CFAP144P1
Q7RTX7,CATSPER4
Q7Z6W1,TMCO2
Q8IUE1,TGIF2LX
Q8NBV4,PLPP7
Q8NFM4,ADCY4
Q8NFZ4,NLGN2
Q8NGB2,OR4C5
Q8NGH7,OR52L1
Q8NGU4,OR2I1
Q8WVI7,PPP1R1C
Q96AY3,FKBP10
Q96BD0,SLCO4A1
Q96G61,NUDT11
Q96H15,TIMD4
Q96HE8,TMEM80
Q96K30,RITA1
Q96QE5,TEFM
Q96RT7,TUBGCP6
Q96SE7,ZNF347
Q99689,FEZ1
Q99788,CMKLR1
Q9BVI4,NOC4L
Q9BW19,KIFC1
Q9BYH8,NFKBIZ
Q9H1B4,NXF5
Q9H2U9,ADAM7
Q9H6B4,CLMP
Q9H7Z3,NRDE2
Q9NVR0,KLHL11
Q9NYW7,TAS2R1
Q9P0M2,AKAP7
Q9P2J2,IGSF9
Q9UGK8,SERGEF
Q9UJU5,FOXD3
Q9UK39,NOCT
Q9Y277,VDAC3
Q9Y4A8,NFE2L3
Q9Y6A2,CYP46A1
Q9Y6B7,AP4B1
A0A1W2PS18,PMIS2
O00585,CCL21
O00746,NME4
O15534,PER1
O43255,SIAH2
O60393,NOBOX
O60551,NMT2
O60673,REV3L
O75891,ALDH1L1
O76042,ERC2-IT1
O94810,RGS11
O95292,VAPB
P01850,TRBC1
P03372,ESR1
P05813,CRYBA1
P06850,CRH
P07942,LAMB1
P09238,MMP10
P0DPE3,TMDD1
P11161,EGR2
P21817,RYR1
P23526,AHCY
P24534,EEF1B2
P30530,AXL
P30939,HTR1F
P35813,PPM1A
P42126,ECI1
P43378,PTPN9
P48059,LIMS1
P51686,CCR9
P54577,YARS1
P54709,ATP1B3
Q04609,FOLH1
Q07352,ZFP36L1
Q12982,BNIP2
Q13356,PPIL2
Q14695,KIAA0087
Q14982,OPCML
Q15413,RYR3
Q16630,CPSF6
Q2M3A8,MRGPRG-AS1
Q3SY05,LINC00303
Q52M58,LINC02914
Q5HYJ3,FAM76B
Q5T4W7,ARTN
Q68DK7,MSL1
Q69YH5,CDCA2
Q6N021,TET2
Q6NXP0,EFCAB12
Q6P5Z2,PKN3
Q6Q0C0,TRAF7
Q6UX15,LAYN
Q6UX40,TMEM107
Q6ZN68,DPY19L2P2
Q6ZTW0,TPGS1
Q7Z417,NUFIP2
Q86SX6,GLRX5
Q86TL0,ATG4D
Q86UW7,CADPS2
Q8IVN8,SBSPON
Q8IW19,APLF
Q8IYB7,DIS3L2
Q8IZ02,LRRC34
Q8IZL8,PELP1
Q8IZP7,HS6ST3
Q8NBR6,MINDY2
Q8NCG5,CHST4
Q8TBG4,ETNPPL
Q8WUT4,LRRN4
Q92633,LPAR1
Q92871,PMM1
Q96B36,AKT1S1
Q96BF3,TMIGD2
Q96DV4,MRPL38
Q96L11,LLCFC1
Q96NW4,ANKRD27
Q96PN8,TSSK3
Q96RY7,IFT140
Q99873,PRMT1
Q9BXI9,C1QTNF6
Q9BYP7,WNK3
Q9H0K6,PUS7L
Q9H5X1,CIAO2A
Q9NP72,RAB18
Q9NPB0,SAYSD1
Q9NRW1,RAB6B
Q9NUU7,DDX19A
Q9NV56,MRGBP
Q9NVM4,PRMT7
Q9NY91,SLC5A4
Q9NYM4,GPR83
Q9P2K6,KLHL42
Q9P2Z0,THAP10
Q9UBD9,CLCF1
Q9UJL9,ZFP69B
Q9Y383,LUC7L2
Q9Y3I0,RTCB
Q9Y471,CMAHP
Q9Y5G3,PCDHGB1
A0A0C4DH38,IGHV5-51
A0A0U1RRI6,CENPVL3
A0A1B0GX51,TRBV7-8
A0A1W2PR82,PERCC1
B1AKI9,ISM1
C9JE40,PATL2
O00562,PITPNM1
O14815,CAPN9
O14874,BCKDK
O15353,FOXN1
O43781,DYRK3
O75369,FLNB
O95073,FSBP
O95625,ZBTB11
P02008,HBZ
P02747,C1QC
P0DTU4,TRB
P11279,LAMP1
P18077,RPL35A
P19099,CYP11B2
P20908,COL5A1
P23280,CA6
P27986,PIK3R1
P28356,HOXD9
P30260,CDC27
P32241,VIPR1
P40313,CTRL
P49748,ACADVL
P49750,YLPM1
P51690,ARSL
P54252,ATXN3
P58170,OR1D5
P80303,NUCB2
Q00444,HOXC5
Q00887,PSG9
Q10588,BST1
Q12834,CDC20
Q13105,ZBTB17
Q13572,ITPK1
Q14563,SEMA3A
Q15773,MLF2
Q2M3C7,SPHKAP
Q4KMG9,TMEM52B
Q56A73,SPIN4
Q5JVF3,PCID2
Q5T481,RBM20
Q5T7V8,GORAB
Q5VSG8,MANEAL
Q66K89,E4F1
Q68DX3,FRMPD2
Q6IQ32,ADNP2
Q6UWZ7,ABRAXAS1
Q6UXB0,FAM131A
Q6UXB2,CXCL17
Q6WQI6,HEPN1
Q7KZF4,SND1
Q7RTU0,TCF24
Q86SJ2,AMIGO2
Q86X76,NIT1
Q86YT9,JAML
Q8IY18,SMC5
Q8IZF6,ADGRG4
Q8IZV5,RDH10
Q8N339,MT1M
Q8N392,ARHGAP18
Q8N4B1,PHETA1
Q8NGJ1,OR4D6
Q8NGK6,OR52I1
Q8TAT5,NEIL3
Q8TET4,GANC
Q8WWH4,ASZ1
Q8WWV3,RTN4IP1
Q92688,ANP32B
Q969H4,CNKSR1
Q96AQ8,MCUR1
Q96DD7,SHISA4
Q96ER3,SAAL1
Q96G79,SLC35A4
Q99757,TXN2
Q99766,DMAC2L
Q9BQ50,TREX2
Q9BQI6,SLF1
Q9BSI4,TINF2
Q9BW91,NUDT9
Q9BXA7,TSSK1B
Q9BZD7,PRRG3
Q9H307,PNN
Q9NU19,TBC1D22B
Q9NVH2,INTS7
Q9NX09,DDIT4
Q9NZR4,VSX1
Q9P1Z3,HCN3
Q9UBX3,SLC25A10
Q9UDY8,MALT1
Q9UHL3,FAM153A
Q9UKJ3,GPATCH8
Q9Y2E5,MAN2B2
Q9Y584,TIMM22
Q9Y5H6,PCDHA8
Q9Y697,NFS1
A2RU48,SMCO3
A6NNB3,IFITM5
B4DU55,ZNF879
O14627,CDX4
O15130,NPFF
O15347,HMGB3
O43854,EDIL3
O60500,NPHS1
O75478,TADA2A
O95140,MFN2
O95873,C6orf47
O95977,S1PR4
P01127,PDGFB
P05186,ALPL
P05997,COL5A2
P07196,NEFL
P0C0E4,RAB40AL
P0C7L1,SPINK8
P0CG12,DERPC
P20138,CD33
P23511,NFYA
P25787,PSMA2
P31146,CORO1A
P32298,GRK4
P33681,CD80
P35637,FUS
P48454,PPP3CC
P49763,PGF
P52790,HK3
P54105,CLNS1A
P54619,PRKAG1
P60508,ERVFRD-1
P60709,ACTB
P86397,HTD2
Q02505,MUC3A
Q12948,FOXC1
Q13009,TIAM1
Q16526,CRY1
Q16656,NRF1
Q5BLP8,NICOL1
Q5JVX7,C1orf141
Q5T5P2,KIAA1217
Q5T7M4,C1QTNF12
Q5UIP0,RIF1
Q5VU57,AGBL4
Q643R3,LPCAT4
Q6L8G5,KRTAP5-10
Q6L8H4,KRTAP5-1
Q6P050,FBXL22
Q6UWM7,LCTL
Q6UXZ4,UNC5D
Q6ZU67,BEND4
Q7Z736,PLEKHH3
Q86VR7,VSIG10L
Q86VX2,COMMD7
Q86XL3,ANKLE2
Q8IWR1,TRIM59
Q8IX29,FBXO16
Q8IXV7,KLHDC8B
Q8N8L2,ZNF491
Q8N9B8,RASGEF1A
Q8N9N8,EIF1AD
Q8ND04,SMG8
Q8NFQ5,BPIFB6
Q8NH08,OR10AC1
Q8TBR4,STAG3L4
Q8TE99,PXYLP1
Q8WV22,NSMCE1
Q8WVM8,SCFD1
Q8WW62,TMED6
Q8WY54,PPM1E
Q92824,PCSK5
Q92854,SEMA4D
Q96BY7,ATG2B
Q96EB6,SIRT1
Q96HA7,TONSL
Q99435,NELL2
Q99487,PAFAH2
Q9BXU8,FTHL17
Q9H3F6,KCTD10
Q9H3R0,KDM4C
Q9H4B6,SAV1
Q9H568,ACTL8
Q9H694,BICC1
Q9H8H2,DDX31
Q9H8P0,SRD5A3
Q9HC38,GLOD4
Q9NSB4,KRT82
Q9NX63,CHCHD3
Q9NZC7,WWOX
Q9P0T4,ZNF581
Q9UGP5,POLL
Q9UJ90,KCNE5
Q9Y227,ENTPD4
Q9Y2B5,VPS9D1
Q9Y2K7,KDM2A
Q9Y2M2,SSUH2
A0A494C103,SPADH
A6NEN9,CXorf65
A6NER0,TBC1D3F
A6NKW6,SHISAL2B
O00186,STXBP3
O00541,PES1
O15335,CHAD
O15427,SLC16A3
O60568,PLOD3
O75335,PPFIA4
O94921,CDK14
O95072,REC8
P00540,MOS
P01308,INS
P02808,STATH
P0CJ72,MTRNR2L5
P12318,FCGR2A
P14061,HSD17B1
P16278,GLB1
P19404,NDUFV2
P19784,CSNK2A2
P28300,LOX
P28698,MZF1
P30279,CCND2
P32297,CHRNA3
P35236,PTPN7
P38571,LIPA
P40145,ADCY8
P40925,MDH1
P41208,CETN2
P51815,ZNF75D
P52789,HK2
P60370,KRTAP10-5
P63261,ACTG1
Q03135,CAV1
Q08462,ADCY2
Q09328,MGAT5
Q0D2K5,EGFEM1P
Q0VAK6,LMOD3
Q13520,AQP6
Q13901,C1D
Q15061,WDR43
Q15973,ZNF124
Q33E94,RFX4
Q4G0N0,GGTA1
Q4G0S4,CYP27C1
Q4KMP7,TBC1D10B
Q5MCW4,ZNF569
Q5QJU3,ACER2
Q5VT28,FAM27B
Q5VTH9,DNAI4
Q6ECI4,ZNF470
Q6IPR1,ETFRF1
Q6JVE6,LCN10
Q6NVY1,HIBCH
Q6YN16,HSDL2
Q6ZRS2,SRCAP
Q6ZUS5,CCDC121
Q709C8,VPS13C
Q70CQ2,USP34
Q86UK5,EVC2
Q86WR0,CCDC25
Q8IU68,TMC8
Q8N1N0,CLEC4F
Q8N228,SCML4
Q8N3J6,CADM2
Q8N6L7,TMEM252
Q8N944,AMER3
Q8NEP3,DNAAF1
Q8NEW7,TMIE
Q8NFR9,IL17RE
Q8NGS3,OR1J1
Q8NHR9,PFN4
Q8TE57,ADAMTS16
Q8TEY7,USP33
Q8WXH0,SYNE2
Q8WXI4,ACOT11
Q92466,DDB2
Q96AJ1,CLUAP1
Q96FI4,NEIL1
Q96FQ6,S100A16
Q96J01,THOC3
Q96MX0,CMTM3
Q96NA2,RILP
Q96Q06,PLIN4
Q96Q07,BTBD9
Q96RW7,HMCN1
Q99102,MUC4
Q99877,H2BC15
Q9BQG2,NUDT12
Q9NYW2,TAS2R8
Q9NYW6,TAS2R3
Q9P255,ZNF492
Q9UBQ6,EXTL2
Q9UP83,COG5
Q9Y283,INVS
Q9Y365,STARD10
Q9Y4E5,ZNF451
Q9Y6X6,MYO16
A0A087X0K7,TRBV17
A0A1B0GUA7,TEX51
A0A1B0GVN3,C2orf92
A3KFT3,OR2M5
A6NEK1,ARRDC5
A6NEM1,GOLGA6L9
A6NFU0,FAM187A
A6NGB7,TMEM221
A6NJZ7,RIMBP3C
B3GLJ2,PATE3
H7C350,CCDC188
O14910,LIN7A
O15228,GNPAT
O75425,MOSPD3
O75462,CRLF1
O76074,PDE5A
P01834,IGKC
P08700,IL3
P09001,MRPL3
P0DMR3,ATXN8OS
P15336,ATF2
P15408,FOSL2
P15559,NQO1
P20337,RAB3B
P21283,ATP6V1C1
P31946,YWHAB
P35557,GCK
P42680,TEC
P42685,FRK
P48201,ATP5MC3
P48742,LHX1
P49795,RGS19
P52815,MRPL12
P56470,LGALS4
P58512,LINC01547
P59103,DAOA
P61366,OSTN
P80511,S100A12
Q00013,MPP1
Q02487,DSC2
Q05481,ZNF91
Q05516,ZBTB16
Q12851,MAP4K2
Q13183,SLC13A2
Q14258,TRIM25
Q15021,NCAPD2
Q15397,PUM3
Q15915,ZIC1
Q3B726,POLR1F
Q49AR2,C5orf22
Q5SQ64,LY6G6F
Q6ICI0,LHFPL7
Q6Q788,APOA5
Q6UWX4,HHIPL2
Q6ZRT6,PRR23B
Q7Z429,GRINA
Q86WN1,FCHSD1
Q8IWN7,RP1L1
Q8IWU5,SULF2
Q8IZF7,ADGRF2P
Q8N0Z9,VSIG10
Q8N414,PGBD5
Q8NDH3,NPEPL1
Q8NEZ4,KMT2C
Q8NGN5,OR10G8
Q8NHV9,RHOXF1
Q8TBK2,SETD6
Q8WV60,PTCD2
Q8WWL2,SPIRE2
Q92574,TSC1
Q92908,GATA6
Q969L2,MAL2
Q96GE6,CALML4
Q96HB5,CCDC120
Q96MF6,COQ10A
Q96N16,JAKMIP1
Q9BQS6,HSPB9
Q9BRX2,PELO
Q9BSA4,TTYH2
Q9BW83,IFT27
Q9BYM8,RBCK1
Q9BZW7,TSGA10
Q9C0B9,ZCCHC2
Q9H171,ZBP1
Q9H195,MUC3B
Q9H8Y5,ANKZF1
Q9H977,WDR54
Q9HC84,MUC5B
Q9HCJ0,TNRC6C
Q9NSG2,FIRRM
Q9P1Q0,VPS54
Q9UBM4,OPTC
Q9UF02,CACNG5
Q9UI72,PRO0255
Q9ULK6,RNF150
Q9UM21,MGAT4A
Q9UNS1,TIMELESS
Q9Y2V0,CDIN1
Q9Y4H2,IRS2
A0A0C5B5G6,MT-RNR1
A0A0J9YVY3,IGHV7-4-1
A0A494C1R9,TSPY9
A0A584,TRBV11-2
A6NC97,ARB2BP
A8MUX0,KRTAP16-1
O00212,RHOD
O14682,ENC1
O14686,KMT2D
O14964,HGS
O15231,ZNF185
O43612,HCRT
O60507,TPST1
O75027,ABCB7
O75298,RTN2
O75373,ZNF737
O75792,RNASEH2A
O94927,HAUS5
O94964,MTCL2
O95551,TDP2
P00734,F2
P01213,PDYN
P01591,JCHAIN
P05106,ITGB3
P05387,RPLP2
P07205,PGK2
P10643,C7
P11166,SLC2A1
P12268,IMPDH2
P17019,ZNF708
P17612,PRKACA
P17987,TCP1
P20340,RAB6A
P34972,CNR2
P35219,CA8
P35249,RFC4
P38606,ATP6V1A
P39880,CUX1
P49223,SPINT3
P49419,ALDH7A1
P59991,KRTAP12-2
P61077,UBE2D3
P86479,PRR20C
Q04206,RELA
Q08828,ADCY1
Q13061,TRDN
Q13241,KLRD1
Q13247,SRSF6
Q15155,NOMO1
Q15612,OR1Q1
Q16602,CALCRL
Q16787,LAMA3
Q2M243,CCDC27
Q5MJ07,SPANXN5
Q5T7P2,LCE1A
Q5VV41,ARHGEF16
Q5VYJ5,MALRD1
Q6NSZ9,ZSCAN25
Q6P7N7,TMEM81
Q6RFH5,WDR74
Q6V702,CFAP299
Q86T13,CLEC14A
Q86Y37,CACUL1
Q8IUX8,EGFL6
Q8IX19,MCEMP1
Q8IXQ9,ETFBKMT
Q8J025,APCDD1
Q8N2K0,ABHD12
Q8NFY9,KBTBD8
