Accession,Gene Symbol
Q91YE5,Baz2a
Q99PN3,Trim26
Q9CQD7,Pinlyp
Q9D0D5,Gtf2e1
Q9D1G3,Hhatl
Q9D3A8,Nos1ap
Q9D3X8,Dydc2
Q9D494,Terb2
Q9D517,Agpat3
Q9DBN5,Lonp2
Q9DBR1,Xrn2
Q9DC26,Slc46a3
Q9DC61,Pmpca
Q9EQH7,Ndst3
Q9ESJ0,Xpo4
Q9JIA7,Sphk2
Q9JJ26,Mefv
Q9JJ89,Ccdc86
Q9JJN2,Zfhx4
Q9JKM7,Rab37
Q9QXE4,Trp53inp1
Q9QYB5,Add3
Q9R0W9,Chrna6
Q9R1S8,Capn7
Q9WV60,Gsk3b
Q9Z1G3,Atp6v1c1
Q9Z268,Rasal1
A0A075B617,Trav16d-dv11
A0A0B4J1N3,Gpr15lg
A0AAQ4VMW3,Lmo7
A0AUP1,Ccdc112
A2ADF7,Slc25a34
B1AWN4,Atp10b
B2RUS7,Abcc8
B2RX14,Tut4
D3YZV8,Ccdc8
D3Z5T8,4930407I10Rik
E9PZY4,Alyreffm8
E9Q593,Cyp2b23
E9Q5A6,Nr1h5
F6SEU4,Syngap1
G5E8I3,Vmn1r13
J3QML3,Btbd35f29
O08688,Capn5
O70562,Sprr2k
O88703,Hcn2
P01806,N/A
P03995,Gfap
P10077,Zfp27
P12968,Iapp
P31996,Cd68
P40338,Vhl
P46062,Sipa1
P50427,Sts
P61315,Gal3st3
Q01237,Hmgcr
Q08EG8,Krtap10-4
Q0VBB0,Prelid2
Q14B70,Hdx
Q3TE80,2410002F23Rik
Q3UH60,Dip2b
Q50H32,Grxcr1
Q5EBJ4,Ermn
Q5F267,Tp53i13
Q5M956,Kctd1
Q5SQY2,Bod1
Q5SVD5,Vmn1r196
Q60878,Or4c3d
Q60883,Or2y1b
Q61009,Scarb1
Q61263,Soat1
Q61398,Pcolce
Q62193,Rpa2
Q6P9R4,Arhgef18
Q6YNI2,Gpr6
Q7TMY7,Ipo8
Q7TPW1,Nexn
Q7TRR4,Or52e3
Q80W94,Mogat2
Q80ZU5,Ccdc181
Q811U4,Mfn1
Q8BI57,Fbxw13
Q8BLB0,Zfp3
Q8BML3,Glt28d2
Q8BPM2,Map4k5
Q8BRX9,Marchf3
Q8BWU5,Osgep
Q8BX32,Slx1b
Q8C052,Map1s
Q8CCG1,Zc2hc1c
Q8JZS9,Mrpl48
Q8K353,Cystm1
Q8QZZ7,Tprkb
Q8VC57,Kctd5
Q8VDK3,Elf5
Q8VE52,Ogfrl1
Q8VE98,Cd276
Q8VEI3,Hyal3
Q8VFK5,Or5m3b
Q8VFN5,Or8g2
Q8VGD7,Or2t26
Q8VGL2,Or2j6
Q8VIC6,Vmn1r51
Q91W67,Ubl7
Q91WB5,Scgb1b27
Q91X17,Umod
Q99KS2,Ngrn
Q99N32,Klb
Q9CQF6,Aasdhppt
Q9CQJ6,Denr
Q9CSB4,Pard3b
Q9CXT8,Pmpcb
Q9CYK1,Wars2
Q9D023,Mpc2
Q9D2R8,Mrps33
Q9D2X0,Ankrd39
Q9D384,Snrnp35
Q9D9R7,Dmrtc1
Q9DAV5,Psg21
Q9DBC7,Prkar1a
Q9DC51,Gnai3
Q9JIA9,Ctsr
Q9JMC2,Insm2
Q9R1W3,Rnf103
Q9Z109,Vsig2
Q9Z2E2,Mbd1
Q9Z2I4,Robo3
A0A075B5P1,Igkv3-1
A0A0G2JE21,Traj43
A0A0R4J2B9,Btbd35f23
A0A1B0GRE8,Zscan4e
A2AUQ8,4930402F06Rik
A2BGJ5,Zmynd12
A2BIM8,Mup18
B1B1A0,L3mbtl4
D3Z7A4,Gm21560
E9PUU5,Zfp839
E9Q573,Cd200l1
E9Q5M6,Cfap44
E9Q6P5,Ttc7b
E9Q7X7,Nrxn2
F8VPS6,Plekhg4
G3UW88,Mageb11
G3X982,Aox3
L7N2A2,Speer1j
O54734,Ddost
O54988,Slk
O55222,Ilk
O88866,Hunk
P14246,Slc2a2
P16297,Il2rb
P32115,Pax4
P50285,Fmo1
P62075,Timm13
P70380,Il18
P70658,Cxcr4
P84099,Rpl19
Q01065,Pde1b
Q03267,Ikzf1
Q04573,Npy1r
Q08EJ0,Plac8l1
Q3TC93,Hs1bp3
Q3TPE9,Ankmy2
Q3TVI4,Hexim2
Q3UGS4,Mcrip1
Q3UMU9,Hdgfl2
Q3UPH7,Arhgef40
Q3V1H1,Ckap2
Q3V1T4,P3h1
Q3V3R4,Itga1
Q52KG4,Zbtb45
Q569L8,Cpap
Q5DP50,Tex24
Q5U5M8,Bloc1s3
Q60649,Clpb
Q60974,Ncor1
Q61224,Htr1d
Q62189,Snrpa
Q62282,Tal2
Q62348,Tsn
Q62556,Btn1a1
Q6PGN3,Dclk2
Q7TNL3,Stk40
Q7TNS8,Epop
Q7TR54,Or10ag52
Q7TRS2,Or52r1b
Q80TF4,Klhl13
Q80Y14,Glrx5
Q80Y75,Dnajb13
Q811P8,Arhgap32
Q8BGQ2,Csrnp2
Q8BH59,Slc25a12
Q8BJQ9,Csgalnact1
Q8BQ89,Lix1l
Q8BUV6,Lsm11
Q8BX46,Skor1
Q8BZT9,Lacc1
Q8C152,Tent5b
Q8C1Y8,Ccz1
Q8C567,Ncr1
Q8CBB9,Rsad2
Q8K070,Samd14
Q8K2I1,Fntb
Q8R5B6,Spsb4
Q8VC65,Nrm
Q8VGE1,Or10j3b
Q8VGG4,Or8b12i
Q8VGU4,Or6b2
Q8VIC7,Vmn1r45
Q99N19,Cyp4f13
Q99NB1,Acss1
Q9D1H0,Rita1
Q9D8M3,Slc48a1
Q9DB16,Cab39l
Q9DBW3,Natd1
Q9DBX2,Pdcl
Q9DCM7,Nacc2
Q9DCU0,Paqr5
Q9EQ87,Or10d1c
Q9EQ92,Or8g26
Q9JJP2,Tp73
Q9NYQ2,Hao2
Q9QXG4,Acss2
Q9QXT5,Egfl7
Q9QXU7,Prok2
Q9QZK2,Bcar3
Q9Z0X0,Cdc42ep5
A0A075B5Q5,Ighv2-9
A0A075B5S1,Ighv9-1
A0A075B6D1,Trav7-6
A0A087WRR7,Zfp383
A0A140LHT7,Or5bb12
A0A1L1SUL6,Nme9
A0A1Y7VIZ1,Platr25
A0A5F8MPH1,Ldlrad2
A0ABA7IXE6,Cldn20
A2AR50,Ralgps1
A3KPP7,Or5t15
B2RXM6,Ly6g6f
B2RXZ1,Pnldc1
D3Z070,N/A
E9PUA5,Kifc5b
G3UW31,Vmn1r176
G3UY92,Vmn1r158
L7N216,Speer4d
O08641,Sh3yl1
O88848,Arl6
P05017,Igf1
P06683,C9
P0C7N9,Psmg4
P11033,Gzmd
P15974,Phxr4
P25322,Ccnd1
P28776,Ido1
P33611,Pola2
P35428,Hes1
P47713,Pla2g4a
P48615,Wnt11
P50518,Atp6v1e1
P51680,Ccr4
P58465,Ctdspl
P59222,Scarf2
P97367,Meis2
P97414,Kcnq1
Q02576,Nhlh1
Q2PFD7,Psd3
Q3TZ87,Marchf9
Q3UHB8,Ccdc177
Q3UST5,N/A
Q5IRJ6,Slc30a9
Q5NCP0,Rnf43
Q60989,Xiap
Q61411,Hras
Q61473,Sox17
Q65Z95,Ypel2
Q6IUP1,Sohlh1
Q6PHZ2,Camk2d
Q6SJ95,Tbpl2
Q78HU7,Gypc
Q7M762,Adam39
Q7TPX9,Lgalsl2
Q80X73,Pelo
Q810A7,Ddx42
Q8BFT6,Jmjd4
Q8BFU2,H2ac25
Q8BIJ7,Rufy1
Q8BNV1,Trmt2a
Q8BU91,Slc26a9
Q8C0J2,Atg16l1
Q8C0Q5,Zfp317
Q8C419,Gpr158
Q8CEZ0,Kctd2
Q8JZQ9,Eif3b
Q8K1C0,Angel2
Q8QZS5,Rnf183
Q8R0F9,Sec14l4
Q8R3P8,Rnf113a1
Q8VCD6,Reep2
Q8VCS3,Fam20b
Q8VFQ1,Or2g1
Q8VFR8,Olfr1165-ps
Q8VG49,Or2d2
Q8VGC6,Or5ak22
Q8VGW6,Or2b4
Q91W69,Epn3
Q91XZ8,Pcdhb22
Q91ZY2,Hrh4
Q922U2,Krt5
Q99J83,Atg5
Q99PQ1,Trim12a
Q9CQ29,Rnf151
Q9CQB2,Mcrip2
Q9CR89,Ergic2
Q9CTH6,Fcf1
Q9CWS0,Ddah1
Q9CXH3,3300002I08Rik
Q9D0R2,Tars1
Q9D3F7,Ddit4
Q9D823,Rpl37
Q9DB43,Zfpl1
Q9ERH7,Hipk3
Q9JIH2,Nup50
Q9QYE0,Plag1
Q9WUR0,Tinag
Q9Z121,Ccl8
Q9Z1W5,Serp1
W8DXL4,Lrit3
A0A075B5U1,Ighv1-16
A0A9L6KEB1,Gm57895
A2AFI6,Tm9sf5
A2AHR2,Acbd4
A2AJW4,Ppp1r3d
A2ASS6,Ttn
D0VYS2,Hsf3
D3YXL0,Ccdc170
E9PX95,Abca17
E9PZP8,Herc1
F7DEP7,Gm10337
G5E870,Trip12
K7N769,Zfp998
K9J7E2,Alyreffm4
O08648,Map3k4
O35280,Chek1
O35424,H2-Ob
O54819,Tfpi
O55022,Pgrmc1
O70252,Hmox2
O70310,Nmt1
P04095,Prl2c2
P05531,Xlr
P20489,Fcer1a
P28563,Dusp1
P47945,Mt4
P48036,Anxa5
P51885,Lum
P52189,Kcnj4
P55772,Entpd1
P70297,Stam
P70444,Bid
P70669,Phex
P82349,Sgcb
P97425,Ear2
Q3TNH5,Arb2a
Q3U962,Col5a2
Q3URG9,Gm10643
Q3UWY1,Oog3
Q3V3A3,Gpr165
Q5PR73,Diras2
Q5SUA5,Myo1g
Q60778,Nfkbib
Q61146,Ocln
Q61241,Tssk1b
Q61846,Melk
Q61907,Pemt
Q62053,Ptger2
Q62433,Ndrg1
Q62511,Zfp91
Q6IS41,Slc25a47
Q6X6Z7,Tekt3
Q7TRI2,Or6c6
Q80VV3,Eif4ebp3
Q80YW0,Cyth4
Q80ZE5,Paqr8
Q8BH07,Arl6ip6
Q8BQU7,Tmem74
Q8BTK5,Smyd4
Q8BVD5,Mpp7
Q8BWR2,Pithd1
Q8BXT1,Rgs8
Q8BXZ1,Tmx3
Q8BYN3,Itpk1
Q8C0N0,Gm4922
Q8C6G1,Cfap410
Q8C6P5,Dnaaf6
Q8C7W7,Dclre1b
Q8C811,Slc35e2a
Q8CAQ8,Immt
Q8CB65,Nemp2
Q8K193,Cldn34c1
Q8K299,Scara5
Q8K2Q5,Chchd7
Q8K4Q8,Colec12
Q8R035,Mrpl58
Q8VBY2,Camkk1
Q8VEU4,Or14j2
Q8VFD0,Or5p62
Q8VGJ0,Or6c2
Q91YU8,Ppan
Q99KN1,Arrdc1
Q99P30,Nudt7
Q9CPV1,Ska1
Q9CQC2,Clps
Q9D106,Pga5
Q9D1T0,Lingo1
Q9D4V7,Rabl3
Q9D7K2,Ten1
Q9D7S9,Chmp5
Q9DC40,Telo2
Q9DCI3,Stard3nl
Q9EQ20,Aldh6a1
Q9ES56,Trappc4
Q9JMD3,Stard10
Q9QUM7,Msh5
Q9R0M4,Podxl
Q9WVQ5,Apip
Q9Z0N2,Eif2s3y
Q9Z1S5,Septin3
A0A087WRL2,Gm35134
A0A0A6YWU1,Trbj1-2
A0A0A6YWX0,Ighv1-19
A0A140LHH9,Wdr97
A0A1Y7VLQ2,Tmem271rt
A2AV11,Or4c102
A2AVA0,Svep1
B9EKH0,Gpr141b
D3YWQ9,Tmem196
D3YX43,Vsig10
E9PV59,Inafm1
E9Q1M1,Pdzd2
E9Q5Z9,Msantd5f2
E9Q8I7,Nfxl1
E9QA14,Gm15097
G3UW50,Zbtb25
J3KMP8,Gm21863
J3QP37,Smim22
O35949,Elovl3
O55103,Prx
O70503,Hsd17b12
P06151,Ldha
P12979,Myog
P13541,Myh3
P14847,Crp
P19228,Csn1s1
P21552,Wnt2
P46694,Ier3
P48302,Ednrb
P55264,Adk
P58021,Tm9sf2
P62965,Crabp1
P70225,Il11ra2
P70265,Pfkfb2
P70325,Tbx4
P86176,Tigit
Q05915,Gch1
Q10470,Mgat3
Q3TZA2,Cdkl4
Q3U034,Mettl4
Q3U3S3,Cenpl
Q3ULA8,Zfp936
Q3V2K7,Nup50l
Q3V4B5,Commd6
Q5ND56,Tlcd3a
Q60520,Sin3a
Q61025,Ift20
Q61603,Glra4
Q62011,Pdpn
Q62314,Tgoln2
Q69Z61,Pwwp2a
Q6A070,Togaram1
Q6IR37,Zdhhc24
Q6NSV7,Fam149b1
Q6NXL6,Senp5
Q6NXN1,Szrd1
Q6PE84,Stoml3
Q6Y5D8,Arhgap10
Q78HU3,Mvb12a
Q7M759,Abhd17b
Q7TRZ7,Or2t44
Q80ZS5,Cldn34b3
Q8BIA3,Mkx
Q8BUY2,Aadacl2fm1
Q8BVH9,Mettl6
Q8BYK4,Rdh12
Q8C115,Plekhh2
Q8C9X6,Epc1
Q8CG27,Actl9
Q8K0B2,Lmbrd1
Q8K354,Cbr3
Q8R089,Fbrs
Q8R1E7,Tmem234
Q8R2V2,Iffo2
Q8VD33,Sgtb
Q91WN2,Tmem150a
Q91X77,Cyp2c50
Q91YX5,Lpgat1
Q921X6,Polr3f
Q99MH6,Nkd1
Q99N84,Mrps18b
Q9CPU9,Slc31a2
Q9CPX3,Lyzl1
Q9CQK8,Sprr2a1
Q9CWP4,Ly6k
Q9CY52,Thg1l
Q9D554,Sf3a3
Q9D6K8,Fundc2
Q9D8D6,Csta2
Q9D938,Tmem160
Q9DB05,Napa
Q9DBY5,Cbx6
Q9ERP3,Trim54
Q9JKK8,Atr
Q9JKP8,Chrac1
Q9JKX3,Tfr2
Q9QYY7,Esm1
Q9QZZ4,Myo15a
Q9WUK4,Rfc2
Q9Z1M0,P2rx7
A0A075B5T2,Ighv6-3
A0A087WPM2,Ppfia4
A0A0A6YVX8,Ighv5-2
A0A1B0GSF6,Smim32
A0A1B0GSS6,Zfp582
A0A1B0GT27,Pnma8c
A0A1W2P7H4,Cdc5lrt9
A0A3B2WCP9,Gm49835
A0A668KM50,A930007A09Rik
A2APA5,Fam209
A2APV2,Fmnl2
A2BHP6,Or5d47
D3YXK2,Safb
D3Z451,Serpina3j
E9PXX8,Macc1
E9Q4X2,Uggt2
F6VYM1,Lrrc31
G3X9T1,Zfp715
J3QMB3,Fam240b
K7N6T2,Vmn2r67
O54707,Klrd1
O54798,Brs3
O88384,Vti1b
O88728,Ifitm5
O89029,Matn4
P11370,Fv4
P16388,Kcna1
P17183,Eno2
P19258,Mpv17
P21843,Mcpt3
P28661,Septin4
P36369,Klk1b26
P40645,Sox6
P48756,Gip
P52623,Uck1
P61804,Dad1
P70170,Abcc9
P70326,Tbx5
Q01768,Nme2
Q04892,Sox14
Q0VB26,Tex26
Q2NL51,Gsk3a
Q3MI48,Jsrp1
Q3T9V6,Anxa2r1
Q3UJB0,Sf3b2
Q3UL53,Crxos
Q3UTQ6,Zfp868
Q571H0,Urb1
Q5F285,Tmem256
Q5SS00,Zdbf2
Q60751,Igf1r
Q61716,Ifna11
Q6NXL1,Sec24d
Q6SJQ7,Cd300lf
Q6UL01,Morn2
Q6WQJ1,Dagla
Q7TNF9,Fam117a
Q7TRW7,Or1d2
Q7TS08,Or14c41
Q7TSH6,Scaf4
Q80SU7,Gvin1
Q80UW3,Rinl
Q80V03,Adck5
Q80X44,Zbtb24
Q80XP8,Fam76b
Q8BJ66,Kazald1
Q8BTF8,Ralyl
Q8C0C7,Farsa
Q8C4M7,Cenpu
Q8C5D8,Pias2
Q8CE64,Znf276
Q8CFH6,Sik2
Q8K114,Ints9
Q8K1E0,Stx5
Q8K4P7,St7l
Q8QZT2,Ccsap
Q8R2B4,Vmn1r179
Q8VF78,Or8g51
Q8VGP0,Or4c10b
Q8VHA6,Asb18
Q8VHG2,Amot
Q8VHH5,Agap3
Q91WP0,Masp2
Q99N93,Mrpl16
Q99N94,Mrpl9
Q9CQN7,Mrpl41
Q9CQU0,Txndc12
Q9CX92,Gje1
Q9CY73,Mrpl44
Q9D0M3,Cyc1
Q9D7D7,Cldn23
Q9D9L5,Actrt2
Q9DBS1,Tmem43
Q9EPS4,Vmn1r172
Q9EQR3,Kcnn1
Q9ERL9,Gucy1a1
Q9ESL9,Fgf20
Q9JHJ3,Glmp
Q9R0N9,Syt9
Q9Z184,Padi3
A0A087WP44,Gm29564
A0A0A0MQP3,Btbd35f12
A0A0B4J1K5,Iglv3
A0A0G2JGI7,Traj26
A0A991ENX4,Cldn34c3
A2AB59,Arhgap27
A2AIV8,Card9
A2AJB2,Tmem141
A2ATY4,Zbtb34
A2RT91,Ankar
B1B0X0,Gm15107
B2RX70,Cped1
E9Q9B7,Kidins220
E9QAN3,Gm1979
F8VPQ2,Arid4a
J3QJV4,Krtap10-33
J3QNN4,Ankrd66
O08538,Angpt1
O09133,Smr2
O55026,Entpd2
O55055,Trdmt1
O70477,Pknox1
O88597,Becn1
O88602,Cacng2
O88693,Ugcg
O88854,Galr2
P0DPD9,Eef1akmt4-Ece2
P43274,H1-4
P51829,Adcy7
P56841,Tcl1b2
P59900,Emilin3
P61087,Ube2k
P68037,Ube2l3
P84096,Rhog
P86048,Rpl10l
Q01853,Vcp
Q02242,Pdcd1
Q08460,Kcnma1
Q1W617,Shroom4
Q3TEE9,Osgin2
Q3TIW9,Enpp7
Q3U1J4,Ddb1
Q3UJK4,Gtpbp2
Q3UJP5,Cfap418
Q3UP75,Ugt3a1
Q3UUV5,Skap1
Q497V6,Bahd1
Q4KL71,Sprr2a3
Q5DTV4,Zc3h12c
Q5EBG6,Hspb6
Q5SGK3,Aox2
Q5SXY1,Specc1
Q60696,Pmel
Q61084,Map3k3
Q61574,Foxs1
Q61967,Zfp90
Q8BFW6,Entpd3
Q8BP40,Acp6
Q8C025,Chpt1
Q8C0C4,Ccser1
Q8C726,Btbd9
Q8C8H8,Ky
Q8CAF4,Nhsl1
Q8CAV0,Ybey
Q8CDC8,Fhl4
Q8CG72,Adprs
Q8K012,Fnbp1l
Q8K2H3,Fam13b
Q8K2P1,Lurap1l
Q8R034,Anapc13
Q8R1F0,D8Ertd738e
Q8VCC2,Ces1
Q8VDG6,Map3k21
Q8VF38,Or4g16
Q8VF98,Or4c105
Q8VFQ5,Or5b124
Q8VG19,Or52h1
Q8VGN6,Or4c10
Q8VGP6,Or2a25
Q8VGZ3,Or51h5
Q91ZW3,Smarca5
Q921L3,Tmco1
Q9CQ02,Commd4
Q9CXI5,Manf
Q9CXY1,Tmem175
Q9CYK2,Qpct
Q9D4X6,Samt4
Q9D6V8,Paip2
Q9D844,Dnajc4
Q9DBS2,Tprg1l
Q9DBS8,Poc5
Q9DCV3,Dgat2
Q9EP96,Slco1a4
Q9JIP6,Fzd2
Q9JKV2,Cilk1
Q9QWV9,Ccnt1
Q9QZD9,Eif3i
Q9QZS6,Hs3st3b1
Q9WTK5,Nfkb2
Q9WV03,Fam50a
A0A0G2JGE7,Igkv4-86
A0A0N4SUK7,Wdr49
A0A1W2P7W0,Krtap10-28
A0AAQ4VMQ6,N/A
A2AQ14,Oip5
A4Q9F0,Ttll7
B1AUV7,Prame62
B2RQC6,Cad
B2RW27,1700018F24Rik
D3YZP9,Ccdc6
D4QGC2,Maml3
E0CXQ2,Prr35
E9PX57,Kif6
E9Q492,Pgbd1
E9Q5D8,Vmn2r48
E9Q6S0,Zfp597
E9Q7C4,Prr14l
E9QAT7,Or5k1
F8VPZ5,Ercc6
K7N6T7,Gm2897
L7MUB9,Rhox2g
O08852,Pkd1
O35704,Sptlc1
O70228,Atp9a
O70472,Tmem131
O88454,Kcnk4
O88643,Pak1
P15247,Il9
P49681,Npbwr1
P50608,Fmod
P52196,Tst
P54830,Ptpn5
P56842,Tcl1b3
P58774,Tpm2
P61080,Ube2d1
P63006,Lhx1
P67778,Phb1
P80317,Cct6a
P97434,Mprip
Q02853,Mmp11
Q0VB29,Or4p19
Q2PMX6,Dmrtc1b
Q3TX51,Lrrc28
Q3UDK1,Trafd1
Q3UHQ6,Dop1b
Q3UQA7,Selenoh
Q3UWL8,Pfdn4
Q497W1,Psg25
Q504P9,Rhox4e
Q61164,Ctcf
Q62176,Rbm38
Q62177,Sema3b
Q62470,Itga3
Q64433,Hspe1
Q6P560,Znf182
Q7TNV8,Defb34
Q7TPM9,Mtmr10
Q80UQ2,Rassf6
Q80XJ3,Ttc28
Q80YS5,Lrrc27
Q80YV3,Trrap
Q8BGS0,Mak16
Q8BGT7,Smndc1
Q8BH35,C8b
Q8BLU2,Mettl21c
Q8BLY3,Lrfn3
Q8BMF4,Dlat
Q8BMN4,Lmln
Q8BUV8,Gpr107
Q8BWY4,Mblac1
Q8BZ21,Kat6a
Q8C186,Bpifc
Q8C7U7,Galnt6
Q8K3P0,Sdr9c7
Q8R066,C1qtnf4
Q8R3Q0,Saraf
Q8VEU0,Or6c68
Q8VF31,Or9a4
Q8VGK9,Or1j13
Q91Y11,Pcdha9
Q923D3,Parm1
Q99KU6,N/A
Q99L02,Pagr1a
Q99LI2,Clcc1
Q9CQ61,Unc50
Q9CZV5,Supt7l
Q9D684,Rin2
Q9DA15,Spmap2l
Q9DAM3,Hspb9
Q9DBZ1,Ikbip
Q9EPW4,Clec3a
Q9EQT6,Syt13
Q9ESH5,Wfdc1
Q9JIQ3,Diablo
Q9JJY3,Smpd3
Q9JLI8,Sart3
Q9Z0G0,Gipc1
Q9Z0Z7,Klf5
Q9Z2H2,Rgs6
Q9Z2J0,Slc23a1
A0A0B4J1P8,Trbv13-1
A0A140T8M9,Igkv1-122
A0A1W2P8D5,Krtap10-35
A0A9L6KDI9,Gm29424
A0ABA7IXF7,Gm5071
A2AWR3,Gpr155
B2RVZ0,Klk12
C0HK80,Arxes2
E9PV24,Fga
E9PY28,Btbd2
E9PZU2,Or4l1
E9Q2N0,Cpsf4l
E9Q518,Or2at4
E9Q942,Smim13
E9QAQ8,Muc5ac
F8VPJ9,Or51m1
F8VPQ6,Alpi
F8VQ63,Vmn1r76
F8VQB6,Myo10
G3X9U1,Obox6
J3QK27,Rbmyf6
K7N751,Gm3696
O09107,Insl3
O55017,Cacna1b
O88974,Setdb1
P01580,Ifng
P11344,Tyr
P16951,Atf2
P17515,Cxcl10
P23708,Nfya
P27671,Rasgrf1
P31482,Pla2g2a
P37237,Fgf8
P54071,Idh2
P59281,Arhgap39
P60904,Dnajc5
P63213,Gng2
P70389,Igfals
P97929,Brca2
Q01815,Cacna1c
Q05A80,Caprin2
Q08AU9,N/A
Q1WWJ5,Zfp386
Q3TUD9,Tmem18
Q3UD01,Atxn7l3b
Q3UG20,Kmt2e
Q3UW77,Gm12888
Q3UZP4,Svip
Q3V3K7,Gcnt7
Q60821,Zbtb17
Q60954,Meis1
Q61464,Znf638
Q62396,Zfp92
Q63844,Mapk3
Q64221,Nhlh2
Q6PAL7,Ahdc1
Q6X7S9,Eid2
Q7TQD2,Tppp
Q7TRX7,Or1e29
Q8BXP5,Ankrd33
Q8BZH8,Svs3b
Q8BZN6,Dock10
Q8C0S1,Dis3l
Q8C5L6,Inpp5k
Q8CDG5,Crebrf
Q8CEZ4,Mab21l4
Q8CFV4,Nrn1
Q8K0M7,D630039A03Rik
Q8N7N5,Dcaf8
Q8R2Y9,Nabp2
Q8VDX6,Rxylt1
Q8VFM5,Or2ag18
Q8VGJ4,Or13a18
Q91W18,Tdrd3
Q91WE4,N/A
Q91X44,Gckr
Q921H9,Coa7
Q924X7,Stk33
Q925F3,Rnf144a
Q9CPZ1,Ccdc198
Q9CQU3,Rer1
Q9CZH3,Psmg3
Q9D1G7,Lce1l
Q9D786,Haus5
Q9D9N2,Cldn34b2
Q9DAC5,1700013H16Rik
Q9DB26,Phyhd1
Q9DB30,Phkg2
Q9ESL0,Oxct2b
Q9ET22,Dpp7
Q9JJJ7,Porcn
Q9JK54,Msgn1
Q9JLB0,Pals2
Q9QUK0,Cdkl2
Q9R0S3,Mmp17
Q9R1X5,Abcc5
Q9WUH5,Trim10
Q9WV71,Asb4
Q9Z0L8,Ggh
Q9Z238,Ccne2
A0A075B5N5,Igkv8-26
A0A075B5Q3,Ighv2-5
A0A1B0GSG7,Kif19b
A0A1Y7VK00,Zfp825
A0A571BEN1,Mybpc1
A0ABA7IW65,Smim34
A2AE20,Spaca5
A2AJN7,Slc4a11
A7DTG3,Sertad4
E9PX31,Gml
E9PXF0,Pcdh17
E9Q8V6,Dennd4a
E9QAU8,Ark2c
G3UYU0,Mex3a
G5E8G4,Vmn2r19
O08663,Metap2
O09164,Sod3
O35214,Rrh
O35226,Psmd4
O35305,Tnfrsf11a
O35717,Socs2
O70372,Tert
O88712,Ctbp1
O89084,Pde4a
P10146,Ccl1
P15499,Prph2
P17919,Hoxb1
P21183,Il5ra
P28704,Rxrb
P51860,Nap1l2
P54276,Msh6
P56203,Ctsw
P58389,Ptpa
P62245,Rps15a
P84078,Arf1
P97762,rp9
Q00519,Xdh
Q0HA38,Ttc21b
Q2WF71,Lrfn1
Q3TDX8,Cyb5r4
Q3UNC9,Cks1brt
Q3URS9,Ccdc51
Q5SQP1,Hormad2
Q5SVP0,9930111J21Rik1
Q5U431,Gpr39
Q5XF90,Atp13a4
Q61179,Irf9
Q61418,Clcn4
Q61658,Hesx1
Q6NS69,Amer3
Q6NZR5,Skic2
Q6PAL0,Bend3
Q6PHS9,Cacna2d2
Q792Z1,Try10
Q7TSY8,Sgo2a
Q7TT45,Rragd
Q80W21,Gstm7
Q80WQ4,Trmt9b
Q80Z96,Vangl1
Q80ZS7,BC048507
Q80ZU4,Smim19
Q8BH75,Rnf41
Q8BPC6,N/A
Q8C015,Pak5
Q8C0I4,Epc2
Q8C120,Sh3rf3
Q8C1I6,Krtap16-3
Q8C9X1,Sntn
Q8CE96,Trmt6
Q8K3A6,Armcx6
Q8R2I6,Defb9
Q8R502,Lrrc8c
Q8R5F3,Oard1
Q8VCV1,Abhd17c
Q8VE19,Mios
Q8VEH0,Tmem144
Q8VFD2,Or5p66
Q8VGN9,Or4c35
Q8VGW2,Or52d1
Q8VI51,Sorcs3
Q91X58,Zfand2b
Q91XF0,Pnpo
Q91ZT5,Fgd4
Q99JB8,Pacsin3
Q99LD8,Ddah2
Q9CPY1,Mrpl51
Q9D241,Rnf186
Q9D3H0,Tmem80
Q9D6K9,Cers5
Q9DAC6,1700013G24Rik
Q9DAR2,Styxl1
Q9DAZ9,Zfyve19
Q9ER42,Barx1
Q9ERS5,Plekha2
Q9ERZ0,Hemgn
Q9JL16,Isg20
Q9JMG1,Edf1
Q9QZ59,Dmrt1
Q9R0A5,Nek3
Q9R0X0,Med20
A0A0G2JES9,Igkv4-54
A0A0G2JGB2,Gm5565
A0A140T8P9,Igkv14-111
A0A571BE98,Lsmem2
A0A5F8MPH2,Celf5
A2ANX3,Atp8b4
A2ASI5,Scn3a
A2AVC3,Or5l13
A9JSM3,Tmem238
B2RPV6,Mmrn1
F2Z493,Magea4
F6W043,Vmn2r40
G3X9A2,Krtap24-1
J3KMS6,Tcstv1b
K7N708,Gm10340
O35137,Alx4
O35181,Nrg3
O35459,Ech1
O35903,Ccl25
O55131,Septin7
P04230,H2-Eb1
P13439,Umps
P16372,Zfp58
P40237,Cd82
P50543,S100a11
P51954,Nek1
P59941,Sirt6
P62962,Pfn1
P70289,Ptprv
P97360,Etv6
P97479,Myo7a
P97808,Fxyd5
Q00420,Gabpb1
Q00609,Cd80
Q03141,Mark3
Q07409,Cntn3
Q07802,Ebf1
Q0QWG9,Grid2ip
Q1EHW4,Sap25
Q56A08,Gpkow
Q5NC83,Spmip7
Q60610,Tiam1
Q60720,Cyb561
Q62101,Prkd1
Q62120,Jak2
Q62233,Six3
Q64697,Ptprcap
Q64704,Stx3
Q6P9J5,Kank4
Q6PDC0,Rundc3b
Q6PHP4,Zfp512b
Q6S5L9,Shc4
